-,60,_
45728861775799,Philia,3*,wind,bow,397431987,[Forest_Bonds+Dear_Diary][AC011_Garland][HDT2],<maintain shield & hp100 & hit10 & hp30 every 180s & 0 paralysis res>,38% paralysis uptime,attack:13703164361520,skill_1:12874617958361,skill_2:4370159007456,s2_paralysis:1034882441797,skill_3:6211269795193,dx:2489749495963,ds:5045018715505
559370165,_c_Philia,3*,wind,bow,5961,[Forest_Bonds+Dear_Diary][AC011_Garland][HDT2],!<maintain shield & hp100 & hit10 & hp30 every 180s & 0 paralysis res>,,attack:171987898,skill_1:160931533,skill_2:54626632,s2_paralysis:0,skill_3:77640251,dx:31121619,ds:63062229
-,60,k
50301747953379,Philia,3*,wind,bow,397431987,[Forest_Bonds+Dear_Diary][AC011_Garland][HDT2],<maintain shield & hp100 & hit10 & hp30 every 180s & 0 paralysis res>,38% paralysis uptime,attack:16580828877439,skill_1:14162079754198,skill_2:4807174908201,s2_paralysis:1138370685977,skill_3:6832396774713,dx:2738724445560,ds:5549520587055
615307182,_c_Philia,3*,wind,bow,5961,[Forest_Bonds+Dear_Diary][AC011_Garland][HDT2],!<maintain shield & hp100 & hit10 & hp30 every 180s & 0 paralysis res>,,attack:208105357,skill_1:177024686,skill_2:60089295,s2_paralysis:0,skill_3:85404276,dx:34233781,ds:69368452
-,60,r
50159253963546,Philia,3*,wind,bow,397431987,[Forest_Bonds+Dear_Diary][AC011_Garland][HDT2],<maintain shield & hp100 & hit10 & hp30 every 180s & 0 paralysis res>,38% paralysis uptime,attack:13703164361520,skill_1:14805810652116,skill_2:5025682858574,s2_paralysis:1190114808067,skill_3:7142960264472,dx:2489749495963,ds:5801771522831
612809262,_c_Philia,3*,wind,bow,5961,[Forest_Bonds+Dear_Diary][AC011_Garland][HDT2],!<maintain shield & hp100 & hit10 & hp30 every 180s & 0 paralysis res>,,attack:171987898,skill_1:185071263,skill_2:62820627,s2_paralysis:0,skill_3:89286289,dx:31121619,ds:72521563
-,60,kr
55175179359901,Philia,3*,wind,bow,397431987,[Forest_Bonds+Dear_Diary][AC011_Garland][HDT2],<maintain shield & hp100 & hit10 & hp30 every 180s & 0 paralysis res>,38% paralysis uptime,attack:16580828877439,skill_1:16286391717327,skill_2:5528251144432,s2_paralysis:1309126288874,skill_3:7857256290919,dx:2738724445560,ds:6381948675114
674090188,_c_Philia,3*,wind,bow,5961,[Forest_Bonds+Dear_Diary][AC011_Garland][HDT2],!<maintain shield & hp100 & hit10 & hp30 every 180s & 0 paralysis res>,,attack:208105357,skill_1:203578389,skill_2:69102690,s2_paralysis:0,skill_3:98214917,dx:34233781,ds:79773720
-,60,d
38154021976496,Philia,3*,wind,bow,361301806,[Forest_Bonds+Dear_Diary][AC011_Garland][HDT2],<maintain shield & hp100 & hp30 every 180s & 0 paralysis res>,38% paralysis uptime,attack:11465940797930,skill_1:10728848298634,skill_2:3641799172880,s2_paralysis:862402034831,skill_3:5176058162661,dx:2074791246636,ds:4204182262921
508518332,_c_Philia,3*,wind,bow,5419,[Forest_Bonds+Dear_Diary][AC011_Garland][HDT2],!<maintain shield & hp100 & hp30 every 180s & 0 paralysis res>,,attack:156352634,skill_1:146301394,skill_2:49660575,s2_paralysis:0,skill_3:70582046,dx:28292381,ds:57329299
-,60,kd
41969424174146,Philia,3*,wind,bow,361301806,[Forest_Bonds+Dear_Diary][AC011_Garland][HDT2],<maintain shield & hp100 & hp30 every 180s & 0 paralysis res>,38% paralysis uptime,attack:13873788365496,skill_1:11801733128498,skill_2:4005979090168,s2_paralysis:948642238314,skill_3:5693663978927,dx:2282270371300,ds:4624600489213
559370165,_c_Philia,3*,wind,bow,5419,[Forest_Bonds+Dear_Diary][AC011_Garland][HDT2],!<maintain shield & hp100 & hp30 every 180s & 0 paralysis res>,,attack:189186688,skill_1:160931533,skill_2:54626632,s2_paralysis:0,skill_3:77640251,dx:31121619,ds:63062229
-,60,rd
41846015466286,Philia,3*,wind,bow,361301806,[Forest_Bonds+Dear_Diary][AC011_Garland][HDT2],<maintain shield & hp100 & hp30 every 180s & 0 paralysis res>,38% paralysis uptime,attack:11465940797930,skill_1:12338175543430,skill_2:4188069048812,s2_paralysis:991762340056,skill_3:5952466887060,dx:2074791246636,ds:4834809602359
557099329,_c_Philia,3*,wind,bow,5419,[Forest_Bonds+Dear_Diary][AC011_Garland][HDT2],!<maintain shield & hp100 & hp30 every 180s & 0 paralysis res>,,attack:156352634,skill_1:168246603,skill_2:57109661,s2_paralysis:0,skill_3:81169353,dx:28292381,ds:65928694
-,60,krd
46030617012914,Philia,3*,wind,bow,361301806,[Forest_Bonds+Dear_Diary][AC011_Garland][HDT2],<maintain shield & hp100 & hp30 every 180s & 0 paralysis res>,38% paralysis uptime,attack:13873788365496,skill_1:13571993097773,skill_2:4606875953693,s2_paralysis:1090938574061,skill_3:6547713575766,dx:2282270371300,ds:5318290562595
612809262,_c_Philia,3*,wind,bow,5419,[Forest_Bonds+Dear_Diary][AC011_Garland][HDT2],!<maintain shield & hp100 & hp30 every 180s & 0 paralysis res>,,attack:189186688,skill_1:185071263,skill_2:62820627,s2_paralysis:0,skill_3:89286289,dx:31121619,ds:72521563
-,60,b
35894477527804,Philia,3*,wind,bow,361301806,[Forest_Bonds+Dear_Diary][AC011_Garland][HDT2],<maintain shield & hp100 & hp30 every 180s & 0 paralysis res>,38% paralysis uptime,attack:10786908770980,skill_1:10093468111744,skill_2:3426125787007,s2_paralysis:811329156288,skill_3:4869523415295,dx:1951918668578,ds:3955203617908
478403033,_c_Philia,3*,wind,bow,5419,[Forest_Bonds+Dear_Diary][AC011_Garland][HDT2],!<maintain shield & hp100 & hp30 every 180s & 0 paralysis res>,,attack:147093172,skill_1:137637183,skill_2:46719593,s2_paralysis:0,skill_3:66402060,dx:26616859,ds:53934163
-,60,kb
39483925280584,Philia,3*,wind,bow,361301806,[Forest_Bonds+Dear_Diary][AC011_Garland][HDT2],<maintain shield & hp100 & hp30 every 180s & 0 paralysis res>,38% paralysis uptime,attack:13052159612886,skill_1:11102814922918,skill_2:3768738365708,s2_paralysis:892462071917,skill_3:5356475756825,dx:2147110535436,ds:4350723979699
526243336,_c_Philia,3*,wind,bow,5419,[Forest_Bonds+Dear_Diary][AC011_Garland][HDT2],!<maintain shield & hp100 & hp30 every 180s & 0 paralysis res>,,attack:177982738,skill_1:151400901,skill_2:51391552,s2_paralysis:0,skill_3:73042266,dx:29278545,ds:59327579
-,60,rb
39367825041040,Philia,3*,wind,bow,361301806,[Forest_Bonds+Dear_Diary][AC011_Garland][HDT2],<maintain shield & hp100 & hp30 every 180s & 0 paralysis res>,38% paralysis uptime,attack:10786908770980,skill_1:11607488328506,skill_2:3940044655058,s2_paralysis:933028529731,skill_3:5599951927589,dx:1951918668578,ds:4548484160595
524106983,_c_Philia,3*,wind,bow,5419,[Forest_Bonds+Dear_Diary][AC011_Garland][HDT2],!<maintain shield & hp100 & hp30 every 180s & 0 paralysis res>,,attack:147093172,skill_1:158282760,skill_2:53727532,s2_paralysis:0,skill_3:76362369,dx:26616859,ds:62024287
-,60,krb
43304607545144,Philia,3*,wind,bow,361301806,[Forest_Bonds+Dear_Diary][AC011_Garland][HDT2],<maintain shield & hp100 & hp30 every 180s & 0 paralysis res>,38% paralysis uptime,attack:13052159612886,skill_1:12768237161356,skill_2:4334049120564,s2_paralysis:1026331382704,skill_3:6159947120348,dx:2147110535436,ds:5003332576654
576517681,_c_Philia,3*,wind,bow,5419,[Forest_Bonds+Dear_Diary][AC011_Garland][HDT2],!<maintain shield & hp100 & hp30 every 180s & 0 paralysis res>,,attack:177982738,skill_1:174111036,skill_2:59100285,s2_paralysis:0,skill_3:83998606,dx:29278545,ds:68226716
-,60,db
38154021976496,Philia,3*,wind,bow,361301806,[Forest_Bonds+Dear_Diary][AC011_Garland][HDT2],<maintain shield & hp100 & hp30 every 180s & 0 paralysis res>,38% paralysis uptime,attack:11465940797930,skill_1:10728848298634,skill_2:3641799172880,s2_paralysis:862402034831,skill_3:5176058162661,dx:2074791246636,ds:4204182262921
508518332,_c_Philia,3*,wind,bow,5419,[Forest_Bonds+Dear_Diary][AC011_Garland][HDT2],!<maintain shield & hp100 & hp30 every 180s & 0 paralysis res>,,attack:156352634,skill_1:146301394,skill_2:49660575,s2_paralysis:0,skill_3:70582046,dx:28292381,ds:57329299
-,60,kdb
41969424174146,Philia,3*,wind,bow,361301806,[Forest_Bonds+Dear_Diary][AC011_Garland][HDT2],<maintain shield & hp100 & hp30 every 180s & 0 paralysis res>,38% paralysis uptime,attack:13873788365496,skill_1:11801733128498,skill_2:4005979090168,s2_paralysis:948642238314,skill_3:5693663978927,dx:2282270371300,ds:4624600489213
